id,screen_name,description,affliation
550401754,RepHalRogers,Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Committee @HouseAppropsGOP,republican
132278386,SenatorBarb,U.S. Senator for Maryland,democrat
2962681881,RepGwenGraham,Former Representative of Florida's Second Congressional District https://t.co/1ljTQcy8z1,democrat
2724095695,StaceyPlaskett,Proudly representing the Virgin Islands of the United States,democrat
17800215,jasoninthehouse,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",republican
815931811348017152,RepJohnFaso,Representing New York's 19th Congressional District,republican
815966620300480514,RepGallagher,"Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo.",republican
36686040,MaxineWaters,Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).,democrat
78403308,SenatorIsakson,"Official Page of U.S. Senator Johnny Isakson (R-Ga.)          (Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance)",republican
2953922782,RepRyanCostello,"U.S. Congressman #PA06. @HouseCommerce Committee. Husband, dad, Philly sports fan. Ursinus & Villanova alum.",republican
18696134,RepSires,U.S. Representative for New Jersey's 8th Congressional District,democrat
1058460818,RepHolding,"Official Twitter account for Congressman George Holding, representing North Carolina's 2nd Congressional District.",republican
33977070,RepMikeRogersAL,I am proud to represent Alabama's Third Congressional District.,republican
140519774,rosadelauro,"Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa",democrat
20209807,AnderCrenshaw,"Member of Congress, FL-04",republican
18773159,RepScottPerry,"Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",republican
26051676,RepGusBilirakis,"Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",republican
208931294,GovSandoval,Governor of Nevada,republican
24773493,RepTrentFranks,Representing Arizona's Eighth Congressional District.,republican
234374703,Sen_JoeManchin,"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",democrat
17513304,RepErikPaulsen,Proudly serving the people of Minnesota's Third Congressional District,republican
1045110018,RepDanKildee,"Honored to represent Michigan's Fifth Congressional District. Born and raised in Flint. Proud husband, father and grandfather.",democrat
24183358,CongCulberson,"Proud father, happy husband, Jeffersonian Republican. TX Congressman.",republican
246769138,RepEdRoyce,Proudly serving California's 39th Congressional District (#CA39). Chairman of the @HouseForeign Affairs Committee.,republican
2560169238,RepDaveBrat,"Proudly serving Virginia's Seventh Congressional District #VA07. I sit on the House Committees on @HouseBudgetGOP, @EdWorkforce, and the @HouseSmallBiz",republican
1089859058,CongressmanRuiz,Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.,democrat
211588974,SenatorKirk,I serve the people of the state of Illinois in the United States Senate. Please do not hesitate to contact me if you have any questions or need assistance.,republican
797201048490430465,RepTenney,Official Twitter account of Rep. Claudia Tenney. Honored to represent #NY22 in the 115th Congress.,republican
1499993378,RepSanfordSC,Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB,republican
234906311,RepEdWhitfield,Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.,republican
1305596696,Rep_Hunter,Representing California’s 50th District,republican
1206227149,repmarkpocan,"Honored to serve the people of Wisconsin's Second District. First Vice Chair, @USProgressives",democrat
36396752,ButchOtter,If you are having trouble with this account please call Jon Hanian at (208) 334-2100.,republican
1048784496,RepKevinCramer,Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce,republican
292990703,RepLoisCapps,U.S. Representative from California's 24th Congressional District,democrat
3026622545,RepAmata,"Congresswoman Representing American Samoa. Proudly serving on the @NatResources, @HouseVetAffairs, and @HouseSmallBiz",republican
2915095729,AkGovBillWalker,Official Twitter page of Alaska Governor Bill Walker; honored to serve AK w/ @LtGovMallott. RTs ≠ endorsements.,"{Governor,independent}"
2964222544,RepHardy,Former Congressman for Nevada's 4th Congressional District,republican
164369297,NydiaVelazquez,Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.,democrat
237770636,JohnCarneyDE,Official Twitter page for Governor John Carney.,democrat
22012091,WhipHoyer,"The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.",democrat
231108733,RepBrendanBoyle,"Congressman for Pennsylvania's 13th district. Proudly representing Philadelphia and Montco in Washington. Husband, dad and eternally hopeful Philly sports fan.",democrat
2973870195,RepBuddyCarter,Proudly serving Georgia's 1st Congressional District,republican
816012124505931780,repdavidkustoff,"Official news and updates from Congressman David Kustoff (R-Tenn.), Proudly serving the 8th District of Tennessee",republican
74198348,JudgeTedPoe,"Member of Congress, representing the second district of the great state of Texas",republican
249787913,SenatorCarper,U.S. Senator for Delaware | Ranking Member of @EPWDems,democrat
1077214808,GovInslee,"Governor of Washington. Tweets on innovation, jobs, education, clean energy & my grandkids. Building a WA that works for everyone. RTs & follows ≠ endorsement",democrat
2964287128,RepRickAllen,Proudly representing Georgia's 12th Congressional District,republican
234057152,RepMGriffith,Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.,republican
23600262,EleanorNorton,Member of the U.S. Congress,democrat
258900199,RepMaloney,"New York's 12th Congressional District - Manhattan, Brooklyn & Queens",democrat
815733290955112448,RepJayapal,"Proudly serving WA's 7th District. Vice-Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/l8iuqn1TzO https://t.co/GN5Vsxe99N",democrat
2964877294,RepBost,"Member of Congress proudly representing IL-12. Serving on @transport, @HouseAgNews, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr",republican
211530910,RepBillJohnson,Proudly representing #Ohio's 6th Congressional District. Energy Enthusiast. Veteran. Husband. Father. Grandfather.,republican
26103389,BillHaslam,Governor of Tennessee.,republican
202206694,SenJohnBarrasso,U.S. Senator for the great state of Wyoming and @SenateRPC Chairman.,republican
72198806,SenGillibrand,"Theo and Henry's mom; U.S. Senator from New York; Author of NYT bestseller Off the Sidelines. Pitcher, but sometimes left fielder. Democrat.",democrat
305216911,RepBobbyRush,The official twitter account of Rep. Bobby L. Rush.  For official policy please see http://t.co/biKpeeMhCz.  RT does NOT constitute an endorsement.,democrat
935368364,MikeKellyPA,Representative Mike Kelly proudly and humbly serves the people of Pennsylvania's Third District (#PA03) and currently sits on the House Ways & Means Committee.,republican
1623308912,RepJasonSmith,Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.,republican
137794015,RepTedDeutch,Ranking Member Ethics Committee. Foreign Affairs & Judiciary. Broward & Palm Beach Counties. Vegan. https://t.co/7SnRwuX7mG https://t.co/AXhWknjwMx,democrat
600463589,MikeCrapo,United States Senator for the great state of Idaho.,republican
776664410,RepCartwright,"Proudly representing Pennsylvania's 17th Congressional District. For more information, please use my official website: http://t.co/hAzCwXG9",democrat
241207373,RepLoBiondo,Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee & CIA Subcommittee,republican
1071102246,RepHuffman,"Congressman for California's North Coast. 
On Facebook at http://t.co/Xvh4af3Qid",democrat
242376736,RepCharlieDent,"Proud to serve as U.S. Representative for Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.",republican
104198706,GovernorVA,Official account for Virginia Governor Terry McAuliffe,democrat
19318314,repbenraylujan,"Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, and Member of @HispanicCaucus. Follows, replies & RTs ≠ endorsement.",democrat
295685416,ConawayTX11,I am proud to serve the 11th Congressional District of Texas! I can be reached via website below or phone: 202-225-3605.,republican
19926675,RepKevinBrady,Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,republican
2976606250,RepGrothman,U.S. Congressman (WI-06),republican
970207298,SenWarren,Official twitter account of Senator Elizabeth Warren of Massachusetts.,democrat
515822213,SenatorTester,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,democrat
1083448909,RepFilemonVela,U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.,democrat
1135486501,RepScottPeters,"Serving #CA52. @EnergyCommerce, @VetAffairsDems, & @HouseNewDems. Loyalty to Country / Truth & Rule of Law / Opportunity / Strength Abroad / Respect & Kindness",democrat
3023272478,OregonGovBrown,"Official Twitter Presence of Kate Brown, Oregon's 38th Governor.",democrat
153944899,RepLloydDoggett,Representing communities from San Antonio to Austin.,democrat
244268646,RepMikePompeo,U.S. Congressman representing KS-04. West Point. General Aviation. Manufacturing. Energy. Free markets. My staff helps me on Twitter. RTs aren't endorsements.,republican
236479311,RepRichNugent,Proudly Representing Florida's 11th Congressional District,republican
789244177,RepDannyDavis,"US House Representative for Illinois' 7th Congressional District.
Serving on the Committee on Ways and Means.
Following/retweeting does not equal endorsement.",democrat
377534571,MacTXPress,"Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.",republican
435500714,SenCoonsOffice,"News releases, blog posts, new videos, transcripts and other resources from the office of U.S. Senator @ChrisCoons of Delaware.",democrat
126171100,RepSheaPorter,"Proudly serving New Hampshire's First District in the U.S. House of Representatives.
https://t.co/fHOFp4xW",democrat
234406945,SDGovDaugaard,Gov. Dennis Daugaard is the 32nd Governor of South Dakota.,republican
171968009,SenFranken,Official account of U.S. Senator Al Franken of Minnesota.,democrat
344972339,Rep_DevinNunes,,republican
18805303,JeffFortenberry,U.S. Representative for the First Congressional District of Nebraska,republican
237312687,RepBillFlores,"I am working hard for Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.",republican
39249305,USRepMikeDoyle,U.S. Member of Congress representing PA's 14th District,democrat
111635980,repjoecrowley,Proudly representing New York’s 14th Congressional District. Chairman of @HouseDemocrats. https://t.co/y9inUilpX3,democrat
193732179,RepJudyChu,Proudly representing California's 27th District in the U.S. House of Representatives. Chair of @CAPAC.,democrat
1060370282,RepMullin,Father of five. Small business owner. Honored to represent Oklahoma’s conservative values in Congress.,republican
1092757885,RepJBridenstine,Congressman Jim Bridenstine has the honor of serving Oklahoma's First Congressional District.,republican
20053279,RepPeteOlson,Proudly representing TX-22 in Congress. Follow me on Facebook: http://t.co/2aP7aRlj3f and Instagram: https://t.co/hBZNAgZcuI,republican
249288197,SamsPressShop,Faithfully serving the Third Congressional District of Texas.,republican
48724141,GovernorMarkell,Former Governor of #Delaware (2009-17) who signs his tweets -JM.,democrat
221969181,FailGOP,Live tweeting the GOP's demise on my $700 government iPhone while standing in line waiting for my welfare check. #BiPaAv #LDSDems #DonkeyFeed,democrat
245408102,RepDold,Proudly representing the 10th District of Illinois. Follow along on Facebook & Instagram: https://t.co/gVIVqb99ca | https://t.co/WKM99U8H9P,republican
803694179079458816,SenKamalaHarris,Official Twitter account of U.S. Senator Kamala Harris.,democrat
1068481578,SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,"{senator,independent}"
963480595,RepMarkMeadows,"I am a businessman, husband and father proudly representing North Carolina's 11th Congressional District.",republican
217416964,GovernorDeal,Governor Nathan Deal is the 82nd Governor of Georgia.,republican
968650362,SenTomCotton,U.S. Senator proudly serving the state of Arkansas.,republican
278124059,SenBlumenthal,Connecticut’s U.S. Senator,democrat
2964351843,RepBradAshford,"Husband, father, and former business owner. Former Congressman from Nebraska's 2nd Congressional District. #NE02",democrat
162069635,RepCohen,"Congress TN9.Memphis.Judiciary&Transportation;civil rights/liberties/cr.jstc reform,women&minority issues/animal welfare/med research;Father,TN Educ Lottery.Dem",democrat
382791093,SenJohnHoeven,Official account of U.S. Senator John Hoeven of North Dakota.,republican
57963724,Gov_Martinez,Governor of New Mexico. Please visit my Facebook page @ http://t.co/pjqaBFpjGD,republican
20508720,ThePlumLineGS,"A blog about politics, politics, and politics",democrat
587100576,garretgraves,Baton Rouge native • Proud husband & dad • Congressman proudly serving #LA06 • Fmr Chair of Coastal Protection & Restoration Authority,republican
2382685057,RepRobWoodall,"U.S. Representative for the Seventh District of Georgia, and serving as Chairman of the Rules Subcommittee on Legislative & Budget Process.",republican
935033864,RepRichHudson,Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,republican
236960387,RepFrankGuinta,Proud to represent the people of New Hampshire's First Congressional District!,republican
57065141,McCaskillOffice,Office of U.S. Senator Claire McCaskill. Staff updates on Claire's work for Missouri.,democrat
815241612154417152,RepJackBergman,"Humble Rep. of Michigan's 1st District, 3-Star Lieut. General, USMC (ret), Pilot for Northwest, Proud Grandfather of eight grandchildren",republican
84119348,RepPaulTonko,"U.S. Representative for New York’s 20th Congressional District including Albany, Schenectady, Troy, Saratoga Springs, Amsterdam and surrounding areas.",democrat
1908143071,RepGuthrie,Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District,republican
510516465,daveloebsack,Fighting for the hardworking people of Iowa,democrat
188019606,Clyburn,"Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.",democrat
5558312,JohnBoozman,Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843,republican
1037321378,RepMarkTakano,"Proudly Representing California's 41st District. Member: @VetAffairsDems, @edworkforcedems, @SciCmteDems.",democrat
22812754,GregoryMeeks,"Proudly serving the 5th Congressional District of New York. For media inquiries, please contact jordan.morris@mail.house.gov",democrat
816303263586914304,RepBrianFitz,"An independent voice for the people of #PA08. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds",republican
52503751,DrPhilRoe,"Official Account of Rep. Phil Roe, MD, serving Tennessee's First Congressional District. @HouseVetAffairs Chair. Member @EdWorkforce & co-chair of @gopdoccaucus",republican
19394188,SenJohnMcCain,"U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",republican
250188760,RonWyden,U.S. Senator from Oregon. @SenateFinance Ranking Member. Follow @WydenPress for updates from my staff. Instagram: https://t.co/a6CyBjcD79,democrat
22527499,RepBillShuster,"Member of Congress, Chairman of @transport, and member of @hascrepublicans. Proudly representing the people of PA's 9th district.",republican
818554054309715969,RepJackyRosen,Congresswoman for Nevada's 3rd District. #NV03,democrat
22055226,replouiegohmert,"Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",republican
240393970,RepJeffDuncan,"Christian, husband, father, former small business owner, and Congressman for South Carolina's Third Congressional District",republican
133832049,AGBecerra,California Attorney General Xavier Becerra,democrat
2340948996,DonNorcross4NJ,Democrat for New Jersey's First Congressional District,democrat
816131319033950208,RepJimBanks,Official account of U.S. Congressman Jim Banks (IN-3).,republican
110545675,RepDianeBlack,"Chairman of @HouseBudgetGOP & Congressman for #TN06. Wife to Dave, mom of three, and proud Mimi to six grandchildren. Registered nurse.",republican
2953494478,RepRyanZinke,"5th generation Montanan. Retired #NavySEAL Commander. Husband, father, grandfather. Played 4 #OregonDucks. Teddy Roosevelt fan. Congressman for Montana.",republican
1058345042,RepTomRice,Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.,republican
558769636,RepBonamici,Honored to represent Oregon's First Congressional District.,democrat
17078632,BobbyJindal,"Husband, Dad and 55th Governor of the great state of Louisiana.",republican
815952318487298048,DrNealDunnFL2,Official government Twitter account for Congressman Neal Dunn (FL-02).,republican
18277655,RepPeteKing,Representing New York's 2nd Congressional District,republican
1077121945,RepLoisFrankel,Representative from Florida's 21st Congressional District,democrat
1071900114,RepTedYoho,Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HFACRepublicans & @HouseAgNews Committees,republican
75364211,SenPatRoberts,United States Senator from Kansas,republican
808416682972770304,RepOHalleran,"Proud husband, father, and grandfather. Member of Agriculture and Armed Services Committees. It is an honor to represent #AZ01.",democrat
2862577383,RepKenBuck,Husband. Father. Proudly represent the wonderful people of Colorado CD-04.,republican
237750442,RepSteveChabot,"Husband, father, grandpa, teacher, & attorney. Ohio's First District is home. Chair of @HouseSmallBiz. Serving on @HouseForeign & @HouseJudiciary.",republican
252249233,RepPeterDeFazio,Representing the 4th Congressional District in Oregon,democrat
47975734,SenatorSessions,"U.S. Sen. Jeff Sessions (R-AL) serves as the Chairman of two Senate subcommittees: Immigration and the National Interest, and Strategic Forces.",republican
224294785,RepMarthaRoby,Congressional Twitter account for U.S. Representative Martha Roby (R-AL),republican
76350004,repjohnkline,"Served in Congress from 2003-2016. Married to wife, Vicky. Served 25 years in U.S. Marine Corps, retiring at rank of Colonel.",republican
1061029050,SenatorHeitkamp,"Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/sdBAQYB6b4.
Instagram: http://t.co/o02Q1Pt8AC",democrat
236511574,SenGaryPeters,U.S. Senator proudly representing the state of Michigan.,democrat
76649729,SenAlexander,"Follow Sen. Alexander in TN, in DC, and in the news.",republican
3145255727,tiberipress,for Congressman Pat Tiberi follow @pattiberi,republican
37094727,MarioDB,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",republican
109071031,SenatorCardin,"U.S. Senator Ben Cardin of MD. Ranking Member, Foreign Relations Committee. https://t.co/H6tSwFVj7t https://t.co/Qon77TTwV7…",democrat
2862555526,GovRauner,"Father, Husband, and Governor of Illinois",republican
50152441,RepMcClintock,"United States Representative, 4th District of California",republican
156333623,RepAlGreen,Proud to represent the Ninth Congressional District of Texas in the United States House of Representatives.,democrat
3686482216,RepLaHood,Proudly representing the 18th Congressional District of Illinois.,republican
816157667882373120,RepCarbajal,Proudly representing California's 24th Congressional District.,democrat
216503958,SenDonnelly,U.S. Senator Joe Donnelly's communications staff,democrat
26637348,TulsiGabbard,Soldier. Veteran. Surfer. Member of Congress. Doing my best to be of service.,democrat
264219447,SenatorWicker,U.S. Senator for Mississippi. Please visit my website for updates.,republican
168673083,repdavidscott,"Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",democrat
15160884,Randy_Forbes,Representing Virginia's Fourth Congressional District. (Following a group or person does not indicate support or endorsement of their beliefs or opinions.),republican
224285242,SenBennetCO,U.S. Senator for Colorado,democrat
816298918468259841,RepRoKhanna,"Ro Khanna, US representative for #CA17 in Silicon Valley. Working to bring tech jobs in my district & across America. No contributions from PACs, lobbyists.",democrat
2975091705,CongressmanHice,I'm honored to serve Georgia's 10th Congressional District.,republican
851621377,JimPressOffice,"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",republican
18061669,lisamurkowski,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,republican
1321432124,WolfForPA,Official account of Tom Wolf for Governor. Tweets from Tom Wolf are signed -TW.,democrat
80612021,JacksonLeeTX18,"Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives.",democrat
15356407,RobWittman,"proud husband, father, grandfather; humble Rep. of VA's 1st District; Seapower and Projection Forces Subcommittee Chair; advocate of sportsman-led conservation",republican
15751083,michaelcburgess,"Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life",republican
1080509366,RepBillFoster,Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois,democrat
2730150631,RepCurtClawson,Member of Congress (FL-19),republican
242892689,nikiinthehouse,"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",democrat
817050219007328258,RepBRochester,Official Twitter page for U.S. Representative Lisa Blunt Rochester (D-DE). Tweets from Rep. Blunt Rochester signed -LBR.,democrat
816719802328715264,RepLizCheney,"Official Page of Congressman Liz Cheney, proudly representing the people of Wyoming.",republican
1068499286,RepDennyHeck,"Proudly representing #WA10 in U.S. Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan. Care about veterans, family-wage jobs & economic growth.",democrat
3353670647,RepDanDonovan,Representing Staten Island and Brooklyn in NY's 11th Congressional District,republican
18030431,JudgeCarter,U.S. Congressman proudly serving the 31st District of Texas. Former Judge. Proud @TexasTech Red Raider.,republican
15442036,SenatorBoxer,U.S. Senator Barbara Boxer of California.,democrat
584912320,LacyClayMO1,"Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.",democrat
2482022082,USRepDavidJolly,Honored to have served as U.S. Representative for Florida's 13th Congressional District. This account now inactive. Follow me on personal account @DavidJollyFL.,republican
237944147,RepFitzpatrick,Proudly representing #PA8 in the US House of Representatives. Husband. Dad. @Eagles fan.      #BetterJobsMoreOpportunity,republican
23951197,aaronschock,,republican
60688326,GovHerbert,Proudly serving as the 17th governor of the great state of Utah.  Facebook: https://t.co/2ErGDynzXW #utpol,republican
818713465653051392,RepDarrenSoto,Official Account. Congressman Representing Florida's 9th District - Central Florida.,democrat
2962891515,RepAbraham,"Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",republican
7429102,MarkWarner,"Senior U.S. Senator, Va. Vice Chairman, Intel Committee. Previous: Serial entrepreneur, business guy, His Excellency the 69th Governor of the Commonwealth of Va",democrat
267854863,RepRichmond,Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.,democrat
239905257,USRepRHinojosa,Proudly representing the 15th Congressional District of Texas,democrat
138770045,RepJohnConyers,"Official Twitter account for Congressman John Conyers, Jr., Rep. of Michigan's 13th Congressional District. For Jobs, Justice & Peace. | RTs ≠ Endorsements",democrat
1140648348,RepDWStweets,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,democrat
2968007206,RepDeSaulnier,Honored to represent California's 11th Congressional District. Serving on the House Education and Workforce and Oversight and Government Reform Committees.,democrat
2891210047,SenDanSullivan,Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.,republican
237763317,RepHartzler,"I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services, Agriculture, Budget Committees",republican
2976598347,RepMiaLove,"Official account for Congresswoman Mia Love, Utah's 4th District",republican
148006729,RepRobBishop,,republican
2932617195,RepPoliquin,Proudly Serving Maine's Second Congressional District,republican
1267940407,SenKaineOffice,Official twitter account for the office of U.S. Senator Tim Kaine of Virginia,democrat
3058189305,repjustinamash,,republican
2965083477,RepRodBlum,Official Account Of Iowa's 1st District Congressman Rod Blum. Member of @GOPoversight & @HouseSmallBiz #IA01,republican
43910797,SenSherrodBrown,Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.,democrat
1134292500,RepBetoORourke,US Congress - El Paso,democrat
76132891,CongMikeSimpson,U.S. Congressman from Idaho's 2nd Congressional District,republican
2869746172,repdavetrott,"Dad, husband, lifelong resident of Southeast Michigan and Representative for Michigan's 11th District.",republican
82649553,repdonnaedwards,Congresswoman representing Maryland's 4th Congressional District,democrat
2293131060,RepKClark,Proudly representing the people of the 5th District of Massachusetts.,democrat
1262814457,RepTimWalz,"Teacher, Football Coach, Command Sgt. Major Proudly Representing Minnesota's 1st Congressional District; Ranking Member of House @VetAffairsDems",democrat
235251868,RepKristiNoem,"I'm South Dakota's lone Member of the U.S. House of Representatives. I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.",republican
1092979962,RepCheri,Serving Illinois' 17th District. Wife & mother of 3 boys. Athlete. Former reporter. Fighter for better government. CoChair of DPCC. Facebook & Snapchat RepCheri,democrat
254082173,RepJoeWilson,Official Twitter account for Congressman Joe Wilson (SC-02). Grateful to serve as Chairman of the HASC Subcommittee on Readiness,republican
137407124,Westmoreland_GA,Former U.S. Representative for Georgia's Third Congressional District.,republican
816282029276938240,RepKihuen,U.S. Representative proudly serving Nevada's 4th Congressional District. #NV04,democrat
229592356,KellyAyotte,"Born & raised in Nashua. Wife, mom to Kate & Jake, runner for fun, NH's first female attorney general, former U.S. Senator for New Hampshire. #LFOD",republican
73303753,SenBobCorker,Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.,republican
23970171,TomRooney,Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.,republican
60828944,SenatorTomUdall,United States Senator from New Mexico.,democrat
1089334250,RepAndyBarr,Honored to represent Kentucky's Sixth Congressional District.  Fighting to get Kentuckians back to work and restore fiscal responsibility to Washington,republican
246341769,Raul_Labrador,Proudly serving Idaho's beautiful 1st Congressional District.,republican
234837632,RepRobertHurt,Former U.S. Representative for Virginia's Fifth District https://t.co/jbrBps97xV,republican
16160352,clairecmc,,democrat
798973032362606600,RepValDemings,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,democrat
942156122,RepSwalwell,I rep SF Bay Area in the U.S. Congress. Senior Democrat overseeing @cia on @HouseIntelComm. Connecting #TrumpRussia dots at: https://t.co/vsiNd80qVn,democrat
3091316093,teammoulton,The Office of Congressman Seth Moulton (D-MA),democrat
1074480192,SenTedCruz,Representing the State of Texas in the United States Senate.,republican
2863210809,sendavidperdue,Official Twitter account for U.S. Senator David Perdue of Georgia.,republican
132201224,RepJimMcDermott,Proudly serving Washington State's 7th Congressional District,democrat
20015903,PeterRoskam,"Husband, father, and U.S. Representative for the 6th District of Illinois. I serve as @WaysandMeansGOP Tax Policy Chairman in the 115th Congress.",republican
518644221,RepBradWenstrup,"US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan",republican
2930635215,RepNewhouse,Proud to represent Washington's 4th District in the U.S. Congress,republican
51228911,RepMikeTurner,"I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10",republican
785624983145852928,repbobbyscott,"Interest to Men, #Health, #lifestyle & #Technology
Facebook Pge
https://t.co/7jRgSHkTa6",democrat
242761889,CongressmanDan,Doctor representing #NorthernMichigan. Fighting for Veterans. Growing our economy. Protecting the Great Lakes.,republican
1155212191,KeithRothfus,Thank you for visiting my official Twitter account. I proudly represent and serve Pennsylvania's Twelfth Congressional District.,republican
122174004,repdinatitus,Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. https://t.co/g6tZzJD45q,democrat
1099199839,MartinHeinrich,United States Senator from New Mexico,democrat
476256944,SenFeinstein,United States Senator from California. On Facebook at: http://t.co/siExqwIu,democrat
171598736,SenBobCasey,Official twitter profile for U.S. Senator Bob Casey.,democrat
1410590874,PeterWelch,"Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.",democrat
211420609,RepSteveStivers,Proud to represent the citizens of Ohio's 15th Congressional District.,republican
23976316,RepKenMarchant,Serving the 24th Congressional District of Texas | Member of @WaysandMeansGOP and House Ethics Committee,republican
1074129612,RepVeasey,"Proudly representing Fort Worth-Dallas. Born and reared in the Metroplex. Husband, father and Dallas Cowboys fan. #TX33, #DFW",democrat
29450962,repjohnlewis,"Congressman, Georgia's Fifth Congressional District",democrat
58928690,RepAdamSmith,Proudly serving Washington State's 9th District. Ranking Member of the House Armed Services Committee @HASCDemocrats,democrat
245451804,RepJimCosta,Costa represents California's 16th District. He serves on the Agriculture & Natural Resources Committees. This account is for official use only.,democrat
3044993235,RepTedLieu,"Official Twitter account for the Office of Congressman Ted W. Lieu, serving #CA33 in the US House of Representatives・Follow on Facebook & Instagram @RepTedLieu",democrat
2432952828,GrothmanforWI,Glenn Grothman represents WI's 6th Congressional District in the House of Representatives.,republican
