85	 US educator
85	 US educator
85	 US educator, government official
85	 US industrialist
85	 US journalist, editor, author
85	 US journalist, social reformer, lecturer
85	 US novelist
85	 US novelist
85	 US nurse, first mother
85	 US physicist
85	 US poet, editor
85	 US poet, essayist
85	 US poet, essayist, scholar
85	 US president (4th), political theorist
85	 US psychoanalyst
85	 US social economist
85	 US supreme court justice
85	 US supreme court justice
85	 US supreme court justice
85	 US university administrator, diplomat
85	 US writer, poet, humorist
86	 English author, dramatist
86	 English mathematician, philosopher
86	 English playwright, poet, actor
86	 English poet
86	 English poet
86	 French artist
86	 German architect
86	 Scottish essayist, historian
86	 Swiss psychologist, psychiatrist
86	 U.S. painter, sculptor, photographer
86	 US Supreme Court Justice
86	 US actor, producer, business executive
86	 US actress, TV personality
86	 US author
86	 US educator, university president
86	 US fashion editor
86	 US humorist, essayist, novelist
86	 US journalist
86	 US journalist, writer
86	 US military leader, mathematician, educator
86	 US oil magnate, philanthropist
86	 US poet
86	 US psychologist, author
86	 US scholar, university president, politician
86	 US social reformer, suffragist
87	 Albanian nun, missionary
87	 Belgian dramatist, author
87	 English novelist
87	 French naval officer, explorer
87	 Polish aphorist, poet, satirist
87	 Russian physiologist
87	 US author
87	 US author, illustrator
87	 US clergy, author
87	 US comedian
87	 US comedian
87	 US editor
87	 US pastor
87	 US poet, critic, translator
87	 US religious leader
87	 US social reformer
87	 US social reformer
87	 US social reformer, feminist
87	 US social reformer, lawyer
87	 US writer, journalist, critic, educator
88	 English actor, director, composer
88	 English novelist, letter writer
88	 English novelist, poet
88	 English preacher
88	 English sculptor
88	 English writer
88	 French cleric
88	 French fashion designer
88	 French statesman
88	 German opera singer
88	 Italian composer
88	 US activist, Underground Railroad organizer
88	 US actress
88	 US architect, author
88	 US army general
88	 US author, journalist
88	 US author, lecturer
88	 US boxer
88	 US clergyman, author
88	 US dancer, actor
88	 US etiquette authority
88	 US lawyer, businessman
88	 US newspaper publisher
88	 US poet, critic, educator
88	 US poet, lecturer
88	 US president (33rd), politician
88	 US screenwriter, dramatist, author
88	 US supreme court justice
89	 Canadian philosopher, author
89	 English novelist, poet, playwright
89	 English poet, essayist
89	 English religious leader, prelate, writer
89	 English scientist, explorer
89	 English statesman, author
89	 German physicist
89	 Iranian religious leader
89	 Italian painter, sculptor, architect, poet
89	 Polish ruler
89	 Russian composer
89	 Scottish poet, dramatist
89	 Swiss author
89	 US actress
89	 US ballet authority, impresario, writer
89	 US congressman
89	 US educator, clergyman
89	 US jurist
89	 US novelist
89	 US philosopher, author, educator, poet
89	 US physician, author
89	 US poet
89	 US poet, biographer
89	 US politician
89	 US politician
89	 US radio broadcaster, journalist
89	 US reformer
89	 US religious leader, writer
89	 US sculptor, painter
89	 US singer
89	 US teacher, philosopher, reformer
90	 English actress
90	 English author
90	 English author, dramatist
90	 English novelist, poet, writer
90	 English nurse, reformer
90	 French theologian, musician, medical missionary
90	 Italian conductor
90	 US activist, social worker
90	 US architect, writer
90	 US author
90	 US composer
90	 US drama critic, journalist
90	 US golfer, teacher
90	 US novelist
90	 US novelist
90	 US novelist, poet, illustrator, dramatist
90	 US philosopher
90	 US poet, playwright, teacher, public official
90	 US political columnist, educator
90	 US politician, lawyer, teacher
90	 US president (31st), engineer
91	 Dutch biologist
91	 Dutch evangelist
91	 English comedienne
91	 English novelist
91	 English novelist
91	 English philosopher
91	 English poet
91	 English statesman, author
91	 French philosopher
91	 Indian philosopher
91	 Irish author, journalist
91	 US author, critic
91	 US auto executive
91	 US clergyman
91	 US critic, author
91	 US historian, author
91	 US humanitarian
91	 US journalist, author, poet
91	 US jurist
91	 US novelist, poet
91	 US social reformer
91	 US social reformer
92	 English lawyer
92	 English novelist, playwright
92	 English politician
92	 French conductor, educator
92	 Scottish author
92	 Spanish painter, sculptor
92	 US author, publisher
92	 US comedian
92	 US essayist
92	 US football coach
92	 US lawyer
92	 US producer
92	 US statistician, columnist
93	 French actress
93	 Norwegian novelist
93	 US actress
93	 US blues singer
93	 US chemist
93	 US composer, conductor, music critic
93	 US management consultant, statistician, educator
93	 US philosopher, educator
93	 US photographer
93	 US poet, children's author
93	 US poet, social worker
93	 US politician, administrator
93	 US suffragist, politician
94	 English dramatist
94	 English dramatist, critic
94	 English novelist, humorist
94	 English religious leader, author
94	 US art historian
94	 US director
94	 US educator, novelist, poet
94	 US journalist
94	 US jurist
94	 US photographer
94	 US physician, author
95	 US businessman, statesman
95	 US cosmetician, executive, philanthropist
95	 US evangelist
95	 US physician, author
95	 US political, religious leader
95	 US urban planner, historian
95	 US writer
95	 US writer, social reformer
96	 US abolitionist, feminist, clergy
96	 US actress
96	 US author
96	 US author, socialite, celebrity relative
96	 US historian, author
96	 US singer
96	 US writer, educator
97	 US psychiatrist
98	 English novelist, playwright, dramatist
98	 US psychoanalyst
98	 Welsh philosopher, mathematician, essayist
99	 Indian government official
99	 US painter
100	 German statesman
100	 US comedian, actor
100	 US dancer, choreographer
100	 US entertainer
101	 US composer
101	 US folk painter
101	 US poet
102	 Scottish novelist
103	 US pianist, composer
104	 US dentist
105	 US author, political relative
105	 US educator, feminist, writer
107	 Persian poet
